"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PCSB","PCSB Financial Corporation","19.88","361122386.8","n/a","2017","Finance","Banks","https://www.nasdaq.com/symbol/pcsb",
"PCTI","PC-Tel, Inc.","4.19","76830115.17","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","33.94","2242771185.74","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","9.25","298539522.75","n/a","2001","Technology","EDP Services","https://www.nasdaq.com/symbol/pdfs",
"PDLI","PDL BioPharma, Inc.","3.07","448146970.84","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/pdli",
"PDLB","PDL Community Bancorp","13.14","242604187.92","n/a","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pdlb",
"PDVW","pdvWireless, Inc.","43.44","630306016.08","n/a","2015","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/pdvw",
"SKIS","Peak Resorts, Inc.","5.13","77800718.16","n/a","2014","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/skis",
"PGC","Peapack-Gladstone Financial Corporation","28.61","543910775.32","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/pgc",
"PEER","PeerStream, Inc.","4.9","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/peer",
"PEERW","PeerStream, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/peerw",
"PEGA","Pegasystems Inc.","53.99","4249048147.49","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/pega",
"PENN","Penn National Gaming, Inc.","22.11","2627904324.87","n/a","1994","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/penn",
"PVAC","Penn Virginia Corporation","58.15","876540074.4","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pvac",
"PFLT","PennantPark Floating Rate Capital Ltd.","12.88","499384313.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pflt",
"PNNT","PennantPark Investment Corporation","7.33","506165512.14","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/pnnt",
"PWOD","Penns Woods Bancorp, Inc.","43.25","202866893","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pwod",
"WRLS","Pensare Acquisition Corp.","10.09","86274908.24","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/wrls",
"WRLSR","Pensare Acquisition Corp.","0.38","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/wrlsr",
"WRLSU","Pensare Acquisition Corp.","10.55","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/wrlsu",
"WRLSW","Pensare Acquisition Corp.","0.389","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/wrlsw",
"PEBO","Peoples Bancorp Inc.","34.9","681790520.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pebo",
"PEBK","Peoples Bancorp of North Carolina, Inc.","28.47","170684938.32","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pebk",
"PFIS","Peoples Financial Services Corp. ","42.51","314533785.54","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pfis",
"PBCT","People&#39;s United Financial, Inc.","16.86","6362359872.48","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbct",
"PBCTP","People&#39;s United Financial, Inc.","23.96","0","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbctp",
"PUB","People&#39;s Utah Bancorp","32.31","604382330.16","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/pub",
"KPFS","Pepper Food Service Co., Ltd.","6.89","2756000","400000","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/kpfs",
"PEP","Pepsico, Inc.","121.94","172126601920","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/pep",
"PRCP","Perceptron, Inc.","7.8","75019534.2","n/a","1992","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/prcp",
"PRFT","Perficient, Inc.","25.31","839831003.66","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/prft",
"PFMT","Performant Financial Corporation","1.72","91143942.08","n/a","2012","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pfmt",
"PERI","Perion Network Ltd","2.67","23006498.22","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PESI","Perma-Fix Environmental Services, Inc.","3","35809719","n/a","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/pesi",
"PPIH","Perma-Pipe International Holdings, Inc.","8.68","68365737.16","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ppih",
"PTX","Pernix Therapeutics Holdings, Inc.","0.4041","5861813.1768","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptx",
"PGLC","Pershing Gold Corporation","0.91","30534311.99","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pglc",
"PETQ","PetIQ, Inc.","31.2","878799916.8","n/a","2017","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/petq",
"PETS","PetMed Express, Inc.","24.09","498034756.89","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/pets",
"PFSW","PFSweb, Inc.","6.15","118444682.7","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pfsw",
"PGTI","PGT Innovations, Inc.","19.27","1116505495.76","n/a","2006","Capital Goods","Building Products","https://www.nasdaq.com/symbol/pgti",
"PHAS","PhaseBio Pharmaceuticals, Inc.","2.85","67840798.65","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/phas",
"PHII","PHI, Inc.","4.15","65616820.3","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","3.53","55813825.46","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/phiik",
"PAHC","Phibro Animal Health Corporation","33.9","1368731755.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pahc",
"PHIO","Phio Pharmaceuticals Corp.","0.33","5994237.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/phio",
"PHIOW","Phio Pharmaceuticals Corp.","0.0498","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/phiow",
"PLAB","Photronics, Inc.","9.7","663366519.7","n/a","1987","Technology","Semiconductors","https://www.nasdaq.com/symbol/plab",
"PICO","PICO Holdings Inc.","9.75","207458394","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/pico",
"PLLL","Piedmont Lithium Limited","9.2337","2188054.4868","236964","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plll",
"PIRS","Pieris Pharmaceuticals, Inc.","3.39","183567547.41","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","19.84","4939776274.56","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/ppc",
"PDD","Pinduoduo Inc.","22.96","2106254587.92","91735827","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pdd",
"PME","Pingtan Marine Enterprise Ltd.","2.71","214239193.63","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","57.35","4466924629.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnfp",
"PT","Pintec Technology Holdings Limited","11.13","41459250","3725000","2018","n/a","n/a","https://www.nasdaq.com/symbol/pt",
"PPSI","Pioneer Power Solutions, Inc.","5.4756","47780332.002","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","3.89","142400782.65","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"EAGL","Platinum Eagle Acquisition Corp.","10.06","95392159.32","n/a","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eagl",
"EAGLU","Platinum Eagle Acquisition Corp.","10.5","0","n/a","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eaglu",
"EAGLW","Platinum Eagle Acquisition Corp.","1.52","0","n/a","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eaglw",
"PLYA","Playa Hotels & Resorts N.V.","7.58","989030766.94","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plya",
"PLXS","Plexus Corp.","61.04","1920714061.28","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","1.75","408425664.5","n/a","1999","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","23.25","119009217","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","24.09","3253965663.3","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","1.08","125064544.32","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PLXP","PLx Pharma Inc.","4.11","35930178.96","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/plxp",
"PBSK","Poage Bankshares, Inc.","25.262","88347352.666","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbsk",
"PNTR","Pointer Telocation Ltd.","11.8","95957458.4","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","10.69","152035125.58","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","5.85","59337474.3","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pola",
"PTE","PolarityTE, Inc.","14.8","317835476","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/pte",
"POOL","Pool Corporation","162.51","6543188232.96","n/a","1995","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/pool",
"POPE","Pope Resources","70.5","306831228","n/a","n/a","Consumer Non-Durables","Environmental Services","https://www.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","56.4","5659881789.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","24.3748","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","25.24","302880000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopn",
"PTLA","Portola Pharmaceuticals, Inc.","21.85","1451583468.1","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptla",
"PBPB","Potbelly Corporation","10.18","252920308.32","n/a","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/pbpb",
"PCH","PotlatchDeltic Corporation","37.1","2506274992.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","30.57","350639061.66","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","63.36","1858316613.12","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/powi",
"ISDS","Powershares Exchange-Traded Self-Indexed Fund Trust","23.05","2305023.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isds",
"ISDX","Powershares Exchange-Traded Self-Indexed Fund Trust","23.37","2337023.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isdx",
"ISEM","Powershares Exchange-Traded Self-Indexed Fund Trust","25.23","2523025.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/isem",
"IUS","Powershares Exchange-Traded Self-Indexed Fund Trust","23.4","2340023.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ius",
"IUSS","Powershares Exchange-Traded Self-Indexed Fund Trust","22.45","2245022.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iuss",
"PRAA","PRA Group, Inc.","30.52","1382656777.04","n/a","2002","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","116.74","7585198310.56","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","1.6651","10798253.4248","6485048","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pran",
"PRPO","Precipio, Inc.","0.2308","7012465.1784","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/prpo",
"AIPT","Precision Therapeutics Inc.","0.76","10709728.48","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/aipt",
"PFBC","Preferred Bank","51.22","784993827.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","64.16","323157751.68","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","18.61","2109796624.75","n/a","1996","Finance","Major Banks","https://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","39.66","2527996297.92","n/a","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","0.7058","12137751.2932","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","14.08","1159101799.68","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"PRGX","PRGX Global, Inc.","9.33","220350537.93","n/a","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","66.89","2037493012.17","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Corporation","74.41","152501657.98","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","14.52","559529840.76","n/a","2010","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","24.15","1236599759.85","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/prim",
"BTEC","Principal Exchange-Traded Funds","32.0899","49739377.0899","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/btec",
"GENY","Principal Exchange-Traded Funds","33.76","18568033.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/geny",
"PMOM","Principal Exchange-Traded Funds","25.85","5170025.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pmom",
"PSC","Principal Exchange-Traded Funds","31.5869","347455931.5869","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psc",
"PSET","Principal Exchange-Traded Funds","34.05","17025034.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pset",
"PVAL","Principal Exchange-Traded Funds","24.8939","3734109.8939","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pval",
"PXUS","Principal Exchange-Traded Funds","98.95","14842598.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxus",
"PY","Principal Exchange-Traded Funds","30.86","13887030.86","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/py",
"USMC","Principal Exchange-Traded Funds","27.57","1563219027.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usmc",
"PFG","Principal Financial Group Inc","49.32","13959951082.92","n/a","2001","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/pfg",
"PRNB","Principia Biopharma Inc.","27.86","664762918.82","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prnb",
"PRTH","Priority Technology Holdings, Inc.","8.34","557587096.44","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prth",
"PRTHU","Priority Technology Holdings, Inc.","8.48","0","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prthu",
"PRTHW","Priority Technology Holdings, Inc.","1.19","0","n/a","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/prthw",
"PDEX","Pro-Dex, Inc.","14.6","61726537","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","1.72","8327214.88","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","1.96","94242803.48","n/a","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","5.19","438775647.66","n/a","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","35.16","1578775662.12","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","97.01","5301394913.22","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","3.03","34995042.57","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","19.06","737918630.78","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prqr",
"BIB","ProShares Trust","54.44","315752000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bib",
"BIS","ProShares Trust","18.72","26863162.56","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bis",
"EQRR","ProShares Trust","43.53","7617793.53","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eqrr",
"SQQQ","ProShares Trust","13.53","547766014.29","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqqq",
"TQQQ","ProShares Trust","50.69","4344133000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tqqq",
"UBIO","ProShares Trust","29.67","34117978.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ubio",
"ZBIO","ProShares Trust","16.32","3263461.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/zbio",
"PSEC","Prospect Capital Corporation","6.86","2507199584.54","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","6.47","156483542.93","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptgx",
"PTVCA","Protective Insurance Corporation","20.87","312924717.39","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvca",
"PTVCB","Protective Insurance Corporation","20.89","313224597.33","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ptvcb",
"PRTO","Proteon Therapeutics, Inc.","1.66","31907344.72","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","5.07","257598699.54","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","12.01","478763169.11","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prta",
"PRVB","Provention Bio, Inc.","2.31","86282108.22","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prvb",
"PVBC","Provident Bancorp, Inc.","27.18","261702521.28","n/a","2015","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","17.55","130246026.3","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","17.75","159906839","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","17.48","96266939.76","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","86.49","10264221507.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","35.52","1792155703.68","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","0.3666","17203519.2186","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","12.54","213149352.24","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","23.24","886257260.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pbyi",
"PACQ","Pure Acquisition Corp.","9.8","104508366.2","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacq",
"PACQU","Pure Acquisition Corp.","10.45","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacqu",
"PACQW","Pure Acquisition Corp.","1.18","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/pacqw",
"PCYO","Pure Cycle Corporation","10.5","249523029","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"PRPL","Purple Innovation, Inc.","7.16","385221990.64","n/a","2015","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/prpl",
"PXS","Pyxis Tankers Inc.","1.49","31108060.57","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","42.43","824645040.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","30.88","605898765.12","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","36.85","577233766.45","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","35.44","8018016480","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","15.04","677156553.28","45023707","2013","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","65.81","8220000221.73","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","58.26","70620592260.36","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/qcom",
"QBAK","Qualstar Corporation","5","10240590","n/a","2000","Technology","Electronic Components","https://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","78.76","3101503271.68","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","14.98","560173954.2","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/qtna",
"QTRX","Quanterix Corporation","18.74","414147384.78","n/a","2017","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/qtrx",
"QTRH","Quarterhill Inc.","1.04","123570164.64","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/qtrh",
"QRHC","Quest Resource Holding Corporation.","1.4","21438736.2","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","0.97","92335298.13","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","60.82","2392483091.02","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/qdel",
"QNST","QuinStreet, Inc.","16.14","795539211.96","n/a","2010","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","2.11","20104930.33","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qumu",
"QTNT","Quotient Limited","7.89","428675937.39","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/qtnt",
"QRTEA","Qurate Retail, Inc.","22.22","9985847337.62","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/qrtea",
"QRTEB","Qurate Retail, Inc.","22.8974","10539164783.233","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/qrteb",
"QTT","Qutoutiao Inc.","4.49","61962000","13800000","2018","n/a","n/a","https://www.nasdaq.com/symbol/qtt",
"RRD","R.R. Donnelley & Sons Company","6.33","445632000","n/a","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/rrd",
"RCM","R1 RCM Inc.","9.16","1009763335.52","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/rcm",
"RARX","Ra Pharmaceuticals, Inc.","15.77","510916870.02","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rarx",
"RADA","RADA Electronic Industries Ltd.","3.01","99055596.36","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","8.76","119498007","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","1.61","63789059.74","n/a","1995","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","16.67","758092504.85","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","12.89","629888991.65","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","22.81","1016092777.35","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rdwr",
"METC","Ramaco Resources, Inc.","5.3","212437075.1","n/a","2017","Energy","Coal Mining","https://www.nasdaq.com/symbol/metc",
"RMBS","Rambus, Inc.","8.72","946128170.64","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","2.4025","15188576.17","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/rand",
"GOLD","Randgold Resources Limited","80.17","3162340363.61","39445433","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gold",
"RNDB","Randolph Bancorp, Inc.","14.82","88739136.72","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","31.8","1504924506","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","1.32","19894130.52","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","40.35","1448662929.45","n/a","n/a","Capital Goods","Specialty Chemicals","https://www.nasdaq.com/symbol/ravn",
