Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
GTN.A,"Gray Television, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gtn.a,
AJX,Great Ajax Corp.,13.11,246755620.29,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ajx,
AJXA,Great Ajax Corp.,24.6666,0,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ajxa,
GWB,"Great Western Bancorp, Inc.",34.51,1990060113.37,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/gwb,
GDOT,Green Dot Corporation,79,4163424109,n/a,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot,
GBX,"Greenbrier Companies, Inc. (The)",44.84,1450583506.08,n/a,1994,Capital Goods,Railroads,https://www.nasdaq.com/symbol/gbx,
GHL,"Greenhill & Co., Inc.",23.23,476378074.6,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ghl,
GHG,GreenTree Hospitality Group Ltd.,15.44,1567966106.96,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ghg,
GEF,Greif Bros. Corporation,49.92,2942927070.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gef,
GEF.B,Greif Bros. Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gef.b,
GFF,Griffon Corporation,11.19,511101246.99,n/a,n/a,Capital Goods,Building Products,https://www.nasdaq.com/symbol/gff,
GPI,"Group 1 Automotive, Inc.",53.34,1022758228.8,n/a,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gpi,
GRUB,GrubHub Inc.,77.76,7052947784.64,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/grub,
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",70.58,3959538000,n/a,2006,Transportation,Aerospace,https://www.nasdaq.com/symbol/pac,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",136.07,4082100000,n/a,n/a,Transportation,Aerospace,https://www.nasdaq.com/symbol/asr,
AVAL,Grupo Aval Acciones y Valores S.A.,6.5,7241330570.5,n/a,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/aval,
SUPV,Grupo Supervielle S.A.,9,822100176,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/supv,
TV,Grupo Televisa S.A.,13.3,7739406404.8,n/a,1993,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tv,
GSAH,GS Acquisition Holdings Corp.,9.82,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/gsah,
GSAH.U,GS Acquisition Holdings Corp.,n/a,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/gsah.u,
GSAH.WS,GS Acquisition Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gsah.ws,
GTT,"GTT Communications, Inc.",31.67,1732388777.52,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gtt,
GSH,Guangshen Railway Company Limited,19.93,2823497848.2,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/gsh,
GES,"Guess?, Inc.",22.96,1860343712.08,n/a,1996,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ges,
GGM,Guggenheim Credit Allocation Fund,19.64,144888561.52,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/ggm,
GPM,Guggenheim Enhanced Equity Income Fund,8.01,385549014.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gpm,
GOF,Guggenheim Strategic Opportunities Fund,19.71,621572589,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gof,
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,21.81,379849655.67,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbab,
GWRE,"Guidewire Software, Inc.",89.72,7267993258.88,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre,
HRB,"H&R Block, Inc.",27.52,5655932966.4,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/hrb,
FUL,H. B. Fuller Company,44.6,2261028443,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/ful,
HAE,Haemonetics Corporation,104.8,5416517364.8,n/a,1991,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hae,
HK,Halcon Resources Corporation,2.71,435413881.59,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hk,
HK.WS,Halcon Resources Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hk.ws,
HAL,Halliburton Company,31.44,27542894760.24,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/hal,
HBB,Hamilton Beach Brands Holding Company,21.5,294632259,n/a,2017,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/hbb,
HBI,Hanesbrands Inc.,15.45,5573320323.15,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/hbi,
HNGR,"Hanger, Inc.",18.96,0,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hngr,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",22.75,1229485461.75,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hasi,
HOG,"Harley-Davidson, Inc.",41.86,6816178915,n/a,n/a,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/hog,
HMY,Harmony Gold Mining Company Limited,1.6,818802667.2,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hmy,
HRS,Harris Corporation,139.04,16359294012.16,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hrs,
HSC,Harsco Corporation,24.02,1929124000.78,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hsc,
HHS,"Harte-Hanks, Inc.",3,18762069,n/a,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs,
HGH,"Hartford Financial Services Group, Inc. (The)",27.5,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hgh,
HIG,"Hartford Financial Services Group, Inc. (The)",42.82,15361024949.58,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hig,
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hig.ws,
HIG^G,"Hartford Financial Services Group, Inc. (The)",25.0957,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hig^g,
HVT,"Haverty Furniture Companies, Inc.",20.06,416030899.62,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hvt,
HVT.A,"Haverty Furniture Companies, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hvt.a,
HE,"Hawaiian Electric Industries, Inc.",38.7,4213626781.5,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/he,
HE^U,"Hawaiian Electric Industries, Inc.",26.5582,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/he^u,
HCHC,"HC2 Holdings, Inc.",3.09,138354552.24,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hchc,
HCA,"HCA Healthcare, Inc.",142.13,48915531865,n/a,2011,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hca,
HCI,"HCI Group, Inc.",53.39,489887206.04,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hci,
HCP,"HCP, Inc.",29.08,13665239779.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcp,
HDB,HDFC Bank Limited,99.29,89973054836.35,n/a,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb,
HR,Healthcare Realty Trust Incorporated,30.77,3853548151.68,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hr,
HTA,"Healthcare Trust of America, Inc.",27.94,5781928578.36,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hta,
HL,Hecla Mining Company,2.37,1138072525.86,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl,
HL^B,Hecla Mining Company,52.25,0,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl^b,
HEI,Heico Corporation,82.82,11006113121.04,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei,
HEI.A,Heico Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hei.a,
HLX,"Helix Energy Solutions Group, Inc.",8.35,1237074811.2,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/hlx,
HP,"Helmerich & Payne, Inc.",60.59,6606640412.58,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hp,
HLF,Herbalife Nutrition Ltd.,56.46,8814453784.68,n/a,2004,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/hlf,
HRI,Herc Holdings Inc.,31.63,901396231.46,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/hri,
HCXY,"Hercules Capital, Inc.",23.6,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/hcxy,
HCXZ,"Hercules Capital, Inc.",23.699,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/hcxz,
HTGC,"Hercules Capital, Inc.",11.98,1158846856.18,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/htgc,
HTGX,"Hercules Capital, Inc.",24.9204,0,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/htgx,
HRTG,"Heritage Insurance Holdings, Inc.",14.95,397679044.75,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hrtg,
HT,Hersha Hospitality Trust,18.78,740378269.14,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ht,
HT^C,Hersha Hospitality Trust,22.0865,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^c,
HT^D,Hersha Hospitality Trust,20.66,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^d,
HT^E,Hersha Hospitality Trust,20.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^e,
HSY,Hershey Company (The),108.1,22680221882.8,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/hsy,
HTZ,"Hertz Global Holdings, Inc",17.48,1467136167,n/a,2016,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/htz,
HES,Hess Corporation,54.92,16270222229.12,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hes,
HES^A,Hess Corporation,60.96,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hes^a,
HESM,Hess Midstream Partners LP,19.91,1086621798.35,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hesm,
HPE,Hewlett Packard Enterprise Company,15.05,22148306659.15,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe,
HXL,Hexcel Corporation,60.08,5172616618.64,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hxl,
HF,"HFF, Inc.",37.83,1479786463.35,n/a,2007,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/hf,
HCLP,Hi-Crush Partners LP,5.4,544676740.2,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hclp,
PCF,High Income Securities Fund,9.38,121286739.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcf,
HFRO,Highland Floating Rate Opportunities Fund,14.5,1040077257,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/hfro,
HPR,HighPoint Resources Corporation,3.34,0,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hpr,
HIW,"Highwoods Properties, Inc.",42.72,4421064006.72,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hiw,
HIL,"Hill International, Inc.",3.18,176675212.74,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/hil,
HI,Hillenbrand Inc,41.74,2602374340.22,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi,
HRC,Hill-Rom Holdings Inc,96.04,6461901001.36,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hrc,
HTH,Hilltop Holdings Inc.,18.22,1723536259.46,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth,
HGV,Hilton Grand Vacations Inc.,29.2,2829804996,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv,
HLT,Hilton Worldwide Holdings Inc.,75.15,22287235124.25,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hlt,
HNI,HNI Corporation,35.84,1570496757.76,n/a,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni,
HMLP,Hoegh LNG Partners LP,17.26,572915633.08,n/a,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hmlp,
HMLP^A,Hoegh LNG Partners LP,25.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hmlp^a,
HEP,"Holly Energy Partners, L.P.",28.09,2961815246.09,n/a,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep,
HFC,HollyFrontier Corporation,58.14,10074072045.42,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hfc,
HD,"Home Depot, Inc. (The)",175.3,198006215276.2,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd,
HMC,"Honda Motor Company, Ltd.",27.68,48724443527.52,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc,
HON,Honeywell International Inc.,142.68,105624335072.04,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hon,
HMN,Horace Mann Educators Corporation,38.03,1556980487.47,n/a,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hmn,
HZN,Horizon Global Corporation,1.92,48215498.88,n/a,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hzn,
HTFA,Horizon Technology Finance Corporation,25.67,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/htfa,
HRL,Hormel Foods Corporation,44.91,23942325068.64,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/hrl,
HOS,Hornbeck Offshore Services,2.84,106770788.32,n/a,2004,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hos,
HST,"Host Hotels & Resorts, Inc.",18.72,13891409026.56,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hst,
HLI,"Houlihan Lokey, Inc.",40.51,2663757776.11,n/a,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli,
HOV,Hovnanian Enterprises Inc,1.1,163224403.1,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hov,
HHC,Howard Hughes Corporation (The),107.24,4614559613.16,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hhc,
HPQ,HP Inc.,23.24,36775173725.92,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq,
HSBC,HSBC Holdings plc,42.55,170490894564.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc,
HSBC^A,HSBC Holdings plc,25.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hsbc^a,
HMI,Huami Corporation,10.45,621086512.2,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi,
HNP,"Huaneng Power International, Inc.",25.25,9909421408.25,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/hnp,
HUBB,Hubbell Inc,106.29,5814779182.02,n/a,2015,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/hubb,
HUBS,"HubSpot, Inc.",131.08,5142565820.52,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs,
HBM,Hudbay Minerals Inc.,5.23,1366453349.73,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hbm,
HUD,Hudson Ltd.,19.16,1772512292.8,n/a,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud,
HPP,"Hudson Pacific Properties, Inc.",30.89,4840545229.18,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp,
HUM,Humana Inc.,324.47,44513026953.6,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum,
HCFT,"Hunt Companies Finance Trust, Inc.",3.43,81233252.52,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcft,
HCFT^A,"Hunt Companies Finance Trust, Inc.",25.12,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcft^a,
HII,"Huntington Ingalls Industries, Inc.",203.62,8746352937.04,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii,
HUN,Huntsman Corporation,19.55,4659184543,n/a,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun,
HUYA,HUYA Inc.,15.81,3222031486.98,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya,
H,Hyatt Hotels Corporation,70.05,7527323832.15,n/a,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h,
HY,"Hyster-Yale Materials Handling, Inc.",63.62,1053593133.64,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/hy,
IAG,Iamgold Corporation,3.16,1474352288.8,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag,
IBN,ICICI Bank Limited,10,32196139580,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn,
IDA,"IDACORP, Inc.",99.37,5007531442.93,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida,
IEX,IDEX Corporation,134.49,10316689839.33,n/a,1989,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex,
IDT,IDT Corporation,7.31,173380217.44,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/idt,
ITW,Illinois Tool Works Inc.,132.76,44049965945.16,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw,
IMAX,Imax Corporation,18.51,1158451903.92,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/imax,
ICD,"Independence Contract Drilling, Inc.",3.17,239948952.92,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/icd,
IHC,Independence Holding Company,38.52,569655292.68,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc,
IRT,"Independence Realty Trust, Inc.",10.06,894544042.74,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt,
IFN,"India Fund, Inc. (The)",22.36,612438924.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifn,
IBA,"Industrias Bachoco, S.A. de C.V.",41.01,2050500000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba,
INFY,Infosys Limited,9.85,42824597134.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy,
HIFR,"InfraREIT, Inc.",21.14,929360210.38,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hifr,
ING,"ING Group, N.V.",11.93,46427341719.02,n/a,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing,
ISF,"ING Group, N.V.",25.09,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf,
ISG,"ING Group, N.V.",25.11,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg,
IR,Ingersoll-Rand plc (Ireland),102.44,25165030040.28,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,95.02,3987863973.6,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt,
INGR,Ingredion Incorporated,102.01,7212497086.24,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr,
IIPR,"Innovative Industrial Properties, Inc.",49.5,483902100,n/a,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr,
IIPR^A,"Innovative Industrial Properties, Inc.",27.6919,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iipr^a,
IPHI,Inphi Corporation,39.48,1741524112.44,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi,
INSI,Insight Select Income Fund,17.69,189460519.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insi,
NSP,"Insperity, Inc.",98.06,4099894973.9,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp,
INSP,"Inspire Medical Systems, Inc.",43.72,935624045.24,n/a,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/insp,
IBP,"Installed Building Products, Inc.",34.84,1087878094.16,n/a,2014,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/ibp,
INST,"Instructure, Inc.",36.9,1293646399.2,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst,
ITGR,Integer Holdings Corporation,84.76,2744756550.12,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr,
I,Intelsat S.A.,23.5,3291377734.5,n/a,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i,
ICE,Intercontinental Exchange Inc.,79.12,45065482598.72,n/a,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,54.03,10301896804.17,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ihg,
IBM,International Business Machines Corporation,121.6,110509323283.2,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm,
IFF,"International Flavors & Fragrances, Inc.",138.25,14740107718,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iff,
IFFT,"International Flavors & Fragrances, Inc.",54.4,0,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ifft,
IGT,International Game Technology,16.66,3401989926.16,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt,
IP,International Paper Company,45.94,18607007911.8,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ip,
INSW,"International Seaways, Inc.",18.35,535515958.85,n/a,2016,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/insw,
INSW^A,"International Seaways, Inc.",23.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insw^a,
IPG,"Interpublic Group of Companies, Inc. (The)",23.19,8913111285,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg,
IPL^D,Interstate Power and Light Company,24.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipl^d,
INXN,InterXion Holding N.V.,60.99,4371336270,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn,
IPI,"Intrepid Potash, Inc",3.22,422164218,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi,
IVC,Invacare Corporation,5.15,170985340.55,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc,
VBF,Invesco Bond Fund,17.06,194092797.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbf,
VCV,Invesco California Value Municipal Income Trust,11.36,543750194.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcv,
VTA,Invesco Credit Opportunities Fund,11,815037124,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/vta,
IHIT,Invesco High Income 2023 Target Term Fund,9.99,239652377.73,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/ihit,
IHTA,Invesco High Income 2024 Target Term Fund,9.42,82680621.12,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ihta,
